PRIMARY_KEY,doc_id,date,classe,sentence,label
EL137_L_1981_06_091_03_1_PF_09_14,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Aujourd'hui, avant de choisir une majorité, donc un gouvernement pour la France, vous devez réfléchir et être vigilants.",langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_15,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Vous ne pouvez ignorer la situation dans le monde, la crise internationale, oublier l'Afghanistan et la Pologne, les risques de conflits, de guerre.",non_langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_16,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Pouvez- vous raisonnablement confier le pouvoir, donner des postes-clé au Parti le plus pro-soviétique d'Europe et sans aucun doute un ministère important à l'un de ses principaux dirigeants Pierre JUQUIN ?",non_langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_17,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,La France peut elle être le seul pays occidental à compter des communistes dans son gouvernement ?,langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_18,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Il y va de sa crédibilité vis-à-vis de ses alliés, de sa réputation dans le monde.",non_langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_19,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,Et nos libertés ?,langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_20,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,Y avez vous songé ?,langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_21,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Allez-vous amener au pouvoir dans nos administrations, dans nos entreprises le formi- dable appareil du Parti Communiste auquel rien ne saura résister bien longtemps ?",langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_22,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Pour notre avenir, refusez l'aventure, barrez la route à la coalition socialiste- communiste.",langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_23,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"Permettez-moi, par vos votes, d'être l'élu et le porte-parole de chacun d'entre vous, sans aucune exclusive ou préférence, en assurant à l'Assemblée Nationale la victoire de l'indé- pendance nationale et du progrès dans la liberté de la France.",langue_de_bois
EL137_L_1981_06_091_03_1_PF_09_24,EL137_L_1981_06_091_03_1_PF_09,1981,legislatives,"JE COMPTE SUR VOUS ET SUR VOTRE SUFFRAGE vu le candidat, C.P.I.",langue_de_bois
EL136_L_1981_06_067_01_2_PF_01_0,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,"ELECTIONS LEGISLATIVES - 21 JUIN 1981 - 1RE CIRCONSCRIPTION STRASBOURG Un candidat socialiste pour la majorité de la France Roland RIES Sciences Po / fonds CEVIPOF Jean-Jacques GSELL SuppléantSciences Po / fonds CEVIPOF Un député socialiste pour Strasbourg Le 14 juin 1981, le Parti Socialiste a connu une nouvelle et très importante progression dans l'ensemble du pays.",autre
EL136_L_1981_06_067_01_2_PF_01_1,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,"A STRASBOURG, plus de 30% des électeurs de la 1e circonscription ont dès le premier tour manifesté leur confiance à Roland RIES, le candidat socialiste pour les représenter à l'Assemblée Nationale.",non_langue_de_bois
EL136_L_1981_06_067_01_2_PF_01_2,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,"Le 21 juin, au deuxième tour, vous aussi, vous choisirez Roland RIES, · pour que les Strasbourgeois soient représentés dans la nouvelle majorité parlementaire ; · pour assurer le plein emploi : la relance de l'activité économique dans le cadre d'un plan de sauvetage de l'économie alsacienne permettra de réduire et, à terme, de résorber le fléau du chômage ; · pour une société de justice dans laquelle la jeunesse et le 3e âge auront toute leur place ; · pour la mise en œuvre d'une véritable régionalisation, notamment par l'élection au suffrage universel à la proportionnelle du Conseil Régional ; · pour la défense de toutes les libertés, individuelles et collectives, y compris la liberté de l'enseignement ; · pour que Strasbourg soit représenté par un député efficace en harmonie avec la majorité de la France VOTEZ LE 21 JUIN POUR LE CANDIDAT DE LA MAJORITE PRESIDENTIELLE Roland RIES Suppléant Jean-Jacques GSELL a Vu: LE CANDIDAT STRASBOURG 1) ☒ ☒ ☒ ☒ ☒ ☒Sciences Po / fonds CEVIPOF Ein sozialistischer Abgeordneter für Strasbourg Am 14.",non_langue_de_bois
EL136_L_1981_06_067_01_2_PF_01_3,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,Juni 1981 kannte die Sozialistische Partei ein neuer und sehr wichtiger Aufstieg im ganzen Land.,autre
EL136_L_1981_06_067_01_2_PF_01_4,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,In Strasbourg haben gleich im ersten Wahlgang mehr als 30% der Wähler des ersten Wahlkreises ihr Vertrauen dem sozialistischen Kandidaten Roland RIES geschenkt.,autre
EL136_L_1981_06_067_01_2_PF_01_5,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,"Juni im zweiten Wahlgang werden auch Sie Roland RIES wählen: · damit die Strassburger in der neuen Parlamentsmehrheit vertreten werden; · damit die Vollbeschäftigung gesichert wird: eine neue Wirtschaftsankurbelung durch eine Wiederaufbelebung der Elsässischen Wirtschaft wird die Arbeitslosigkeit mindern und sogar beseitigen ; · für eine gerechte Gesellschaft, in der die Jugend und die älteren Leute ihren vollen Platz einnehmen; · für die Beförderung einer echten Regionalpolitik: u.a.",autre
EL136_L_1981_06_067_01_2_PF_01_6,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,"durch die proportionale Direktwahl der Vertreter des Regionalrates; · für den Schutz aller Grundrechte, der persönlichen und gesellschaftlichen Freiheiten, auch die der Schule; · damit Strasbourg durch einen tüchtigen und wirksamen Abgeordneten vertreten wird der mit der Mehrheit Frankreichs übereinstimmt.",autre
EL136_L_1981_06_067_01_2_PF_01_7,EL136_L_1981_06_067_01_2_PF_01,1981,legislatives,Juni 1981 wählen Sie für den Kandidaten der Präsidentschaftsmehrheit Roland RIES Stellvertreter Jean-Jacques GSELL a Vu: LE CANDIDAT ☒ ☒ ☒ ☒ ☒ ☒ELECTIONS LEGISLATIVES - 21 JUIN 1981 - 1RE CIRCONSCRIPTION STRASBOURG Ein sozialistischer Kandidat für die Mehrheit Frankreichs Roland RIES Sciences Po / fonds CEVIPOF Jean-Jacques GSELL Stellvertreter,autre
EL137_L_1981_06_086_02_1_PF_01_0,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"2e Circonscription - - Département de la Vienne RÉPUBLIQUE FRANÇAISE ÉLECTIONS LÉGISLATIVES du 14 JUIN 1981 - Union pour une Nouvelle Majorité Jean - Pierre ABELIN Député sortant Conseiller Général de CHATELLERAULT - THURÉ Jean-Jacques FOUQUETEAU Adjoint au Maire de LOUDUN Chevalier de l'Ordre National du Mérite Agricole Suppléant Madame, Mademoiselle, Monsieur, Le nouveau Président de la République a décidé de dissoudre l'Assemblée Natio- nale régulièrement élue en 1978.",autre
EL137_L_1981_06_086_02_1_PF_01_1,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Le 14 Juin prochain, vous devrez donc voter à nouveau, pour choisir votre député.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_2,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Il y a trois ans, vous m'avez fait confiance.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_3,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Vous m'aviez donné une mission : vous aider et vous défendre, ici dans notre région et à l'Assemblée Nationale.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_4,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Aujourd'hui, vous êtes en droit de savoir ce que j'ai fait et ce que je veux faire.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_5,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,CE QUE J'AI FAIT : UN ÉLU PRÉSENT SUR LE TERRAIN.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_6,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Dès Mars 1978, j'ai abondonné mon activité professionnelle, car je n'ai pas voulu être un élu à temps partiel.",non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_7,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,J'ai toujours refusé d'être Député Européen à STRASBOURG comme on me le proposait.,non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_8,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"tout cela pour pouvoir consacrer tout mon temps, tous mes efforts à vous servir et à vous aider.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_9,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,De semaine en semaine.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_10,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"je vous ai rencontré, et nous avons appris à bien nous connaitre.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_11,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,J'ai prouvé que je ne m'adressais pas à vous uniquement en période électorale.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_12,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"UN COMBAT POUR LE DÉVELOPPEMENT ÉCONOMIQUE Dans cette période difficile, nous avons cherché systématiquement, en collabora- tion avec Monsieur MONORY et ses services du Ministère de l'Économie et l'ensemble des élus de cette circonscription, à obtenir des décentralisations comme les Fonderies du POITOU ou STANLEY MABO, à aider au développement des entreprises existantes comme M.",non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_13,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,P. ou la S. F. E. N.,autre
EL137_L_1981_06_086_02_1_PF_01_14,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"A., à parer aux difficultés que certaines d'entre elles ont ren- contrées par l'obtention de marchés, la recherche de partenaires et l'aide à l'investissement.",autre
EL137_L_1981_06_086_02_1_PF_01_15,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Sciences Po / fonds CEVIPOFSciences Po / fonds CEVIPOF Nous n'avons pas toujours obtenu tous les résultats espérés, mais nous nous sommes toujours battus pour les travailleurs et leurs emplois.",autre
EL137_L_1981_06_086_02_1_PF_01_16,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,La consolidation durable des emplois n'est possible que si l'entreprise retrouve sa capacité de lutter avec la concurrence sans perdre de l'argent.,non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_17,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Nous avons aidé aussi à la création d'ateliers-relais par l'octroi de primes et la recherche d'industriels comme à MONTS-SUR-GUESNES, LES TROIS-MOUTIERS, SAINT- JEAN DE SAUVES, ANGLIERS, POUANT, SCORBÉ-CLAIRVAUX ... pour diffuser l'emploi en milieu rural.",non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_18,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,C'est encore insuffisant mais c'est bien la voie à suivre.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_19,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"nous avons défendu l'exploitation familiale agricole, même si depuis 4 ans les conditions climatiques et l'augmentation des charges a conduit de nombreux agricul- teurs à un endettement trop lourd et à une dégradation de leur niveau de vie.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_20,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Il est nécessaire d'obtenir par la fermeté à BRUXELLES de bons prix mais aussi au niveau intérieur une augmentation moins rapide des charges.,non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_21,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Il nous appartiendra aussi de pousser le dossier du Plan d'Aménagement Rural du Pleumartinois qui vient d'être lancé et d'obtenir de nouvelles subventions pour l'assai nissement des terres.,non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_22,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,NON A L'IRRÉALISME ET AUX AUGMENTATIONS EN MONNAIE DE SINGE.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_23,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"J'apprécie la générosité, mais je crains l'irréalisme de mes concurrents habituels ; et je vous poserai une seule question : QUI VA PAYER ?",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_24,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Il est très facile de distribuer en période électorale ce que l'on n'a pas produit, mais viendra le moment de la facture.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_25,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Que signifient des augmentations d'allocations ou de salaires qui seront rattrapées par l'accélération de la hausse des prix et par les taux d'intérêt ?,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_26,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Ce sont alors les plus défavorisés qui sont les plus touchés.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_27,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Irréalisme en matière d'énergie, par l'arrêt de la centrale de CIVAUX, bal- lon d'oxygène pour les entreprises du bâtiment et des travaux publics, premier employeur de ce Département.",non_langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_28,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Par quoi va-t-on remplacer ces emplois prévus ?,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_29,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Irréalisme en matière de sécurité par l'abolition de la peine de mort et le retour sur les lois votées contre les récidivistes.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_30,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"CE QUE NOUS VOULONS FAIRE : OUI A L'ESPOIR Ensemble nous voulons nous battre : - pour maintenir et développer les emplois - pour donner à chaque jeune la formation professionnelle technique, agricole, artisanale à laquelle il a droit - pour augmenter le revenu de nos agriculteurs - pour avoir une administration responsable, au service de chaque citoyen - pour créer les conditions et l'environnement nécessaires à la création d'emplois dans le commerce, l'artisanat, par la diminution des charges - pour apporter plus de sécurité et plus de fraternité aux personnes âgées ou isolées - pour faire progresser la justice au profit des familles, notamment celles qui ont les revenus les plus modestes, et pour mieux concilier vie professionnelle et vie familiale.",langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_31,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Vous savez que vous pouvez compter sur nous.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_32,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,Nous comptons sur vous le 14 Juin.,langue_de_bois
EL137_L_1981_06_086_02_1_PF_01_33,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,"Vu, les candidats IMP.",autre
EL137_L_1981_06_086_02_1_PF_01_34,EL137_L_1981_06_086_02_1_PF_01,1981,legislatives,OMARTIER - CHATELLERAULT ☐ ☐ ☐ ☐,autre
EL135_L_1981_06_044_02_1_PF_08_0,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Sciences Po / fonds CEVIPOF VERS UNE GAUCHE NOUVELLE POUR UNE ALTERNATIVE ANTI-CAPITALISTE Elections législatives du 14 juin 1981 LOIRE-ATLANTIQUE - 2° circonscription TITULAIRE SUPPLEANT 1 JOURDAIN Pierre 29 ans Chaudronnier BIRAULT Georges 29 ans Rectifieur Le 10 mai, enfin, il s'est fait battre !",autre
EL135_L_1981_06_044_02_1_PF_08_1,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Après 7 années pendant lesquelles les mauvais coups se sont multipliés contre les forces populaires de notre pays, Giscard d'Estaing est expulsé de l'Elysée et emporte dans ses bagages Barre et ses ministres, les apôtres de la crise, les responsables de l'accroissement du chômage, de la vie chère, des expulsions d'immigrés, des attaques anti-syndicales ...",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_2,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Le soir du 10 mai, nous avons tous partagé la joie d'en finir avec un septennat d'oppression et d'arrogance et, pour finir.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_3,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,de hargne contre les travailleurs.,langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_4,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"C'est pourquoi, les 14 et 21 juin, il faudra battre à nouveau la droite : Giscardiens et chiraquiens ne doivent pas pouvoir imposer leur politique depuis l'Assemblée Nationale !",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_5,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Comme au deuxième tour de l'élection présidentielle, pas une seule voix de gauche ne doit manquer au deuxième tour des législatives pour le candidat de gauche qui sera le mieux placé.",non_langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_6,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Battre la droite, oui, mais pour une politique de gauche On entend de proches conseillers économiques du nouveau président insister sur l'ampleur de la crise, pour prôner une modération des exigences populaires.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_7,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Certes, tout n'est pas possible tout de suite, nous en sommes bien conscients, mais une série de mesures indispensables doivent être prises dans les tout prochains mois par le nouveau gouvernement.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_8,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Parmi les plus importantes d'entre elles : · Abrogation de la loi Sécurité et Liberté, de la loi anti-casseurs, dissolution de la Cour de Sûreté de l'Etat, amnistie pour les prisonniers politiques, notamment pour les détenus corses et Colette Meynard, et les détenus bretons · Représentation proportionnelle intégrale à toutes les élections · Référendums d'initiative populaire · Egalité des droits pour les travailleurs immigrés, abrogation des textes Barre-Bonnet-Stoléru · Extension des droits des travailleurs dans l'entreprise · Suppression du monopole de la radio-télévision · Les 35 heures sans diminution de salaire · Revalorisation conséquente du SMIC et des bas salaires, des prestations sociales et des allocations familiales · La 5e semaine de congés payés · Abaissement de l'âge de la retraiteSciences Po / fonds CEVIPOF · Contre le chômage : arrêt des plans de licenciements en cours, titularisation des auxiliaires et vacataires, indemnisation de tous les chômeurs · Arrêt du programme nucléaire, diversification des sources d'énergie et développement des économies d'énergie · Egalité des salaires entre hommes et femmes, interruption volontaire de grossesse libre et gratuite pour toutes · boycott de l'Afrique du Sud et arrêt des ventes d'armes aux régimes fascistes et racistes · Plan d'aide au Tiers-Monde.",autre
EL135_L_1981_06_044_02_1_PF_08_9,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Sans une avancée sérieuse sur l'ensemble de ces mesures, il ne saurait y avoir une réelle politique de gauche de la part du gouvernement.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_10,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Tout en soutenant les mesures qu'il prendra dans ce sens, nous refuserons qu'il se contente de gérer le système en le replâtrant.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_11,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,Nous combattrons tous les compromis passés avec la droite.,langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_12,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,Nous combattrons fermement les manœuvres de la droite.,langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_13,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Les questions de fond Au-delà des avantages incontestables que peut procurer, sous certaines conditions, la venue de la gauche au pouvoir, est-elle à la hauteur des questions posées par le mouvement social depuis une quinzaine d'années ?",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_14,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Est-elle à la hauteur des volontés de changement de tous ceux qui ont fait leurs les aspirations nées de mai 68, de Lip, de tous ceux qui au travers de leurs luttes ont montré qu'ils entendaient refuser l'exploitation capitaliste, voir se modifier en profondeur le rapport au travail, l'exercice du pouvoir, les relations entre hommes et femmes, les relations avec la nature, le caractère impérialiste de notre métropole.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_15,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Car s'il est temps bien sûr, de mettre un coup d'arrêt au régime des bas salaires, n'est-il pas temps aussi de modifier le caractère parcellisé, monotone, sans initiative de notre travail ?",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_16,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"De remettre en cause ce qui structure la production dans notre pays, de refuser la division entre ceux qui possèdent et ceux qui travaillent, entre ceux qui pensent et ceux qui exécutent.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_17,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Car, s'il est temps de mettre un coup d'arrêt au régime policier, aux attaques contre les droits syndicaux, les droits politiques élémentaires, n'est-il pas temps de mettre fin aussi à cette confiscation du pouvoir ?",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_18,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Exclus des décisions, tout au mieux consultés, nous ne voulons plus nous en remettre, au nom de la compétence, à des professionnels à qui serait confié le soin de faire la politique.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_19,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Car, s'il est temps de prendre les mesures sociales les plus élémentaires, changeront-elles la vie dans les cités dortoirs sans joie, avec cet urbanisme de profit qui supprime la vie dans les quartiers, dans les centre-villes.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_20,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Car, ne faut-il pas en finir avec le loisir programmé, encarté, distribué par ceux-là mêmes dont l'unique but est de faire de l'argent ?",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_21,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Car, s'il est temps de mettre fin aux mesures de ségrégation qui frappent les femmes de notre pays dans le cadre de l'avortement et face à l'emploi, n'est-il pas temps de concevoir la modification de l'ensemble des relations, qu'il s'agisse, notamment, de celles entre femmes et hommes, entre jeunes et plus âgés ?",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_22,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"N'est-il pas temps aussi de remettre en cause les rapports impérialistes et néo-colonialistes que la France développe vis-à-vis de ses chasses gardées d'Afrique, les rapports coloniaux vis-à-vis des DOM-TOM et de la Corse.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_23,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"A ces questions, la gauche n'apporte pas de réponse.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_24,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,"Pour traduire politiquement ces exigences, nous, militants syndicalistes, du mouvement associatif, de gauche et d'extrême-gauche, qui luttons depuis de longues années pour que la vie modelée par des années de règne du capitalisme change en profondeur, nous devons nous rassembler, faire entendre notre voix, pour aller vers une gauche nouvelle pour une alternative anti-capitaliste.",langue_de_bois
EL135_L_1981_06_044_02_1_PF_08_25,EL135_L_1981_06_044_02_1_PF_08,1981,legislatives,CANDIDATURE SOUTENUE PAR LE PCR ET L'OCT Imprimerie IPCC - PARIS,autre
